ra,nome,ano_referencia,fase,turma,idade,genero,ano_ingresso,instituicao_ensino,pedra,inde,ian,ida,ieg,iaa,ips,ipp,ipv,atingiu_pv,defasagem,fase_ideal,matematica,portugues,ingles,escola,status_ativo
RA-195,Aluno-195,2024,5C,5C,15.0,Feminino,2021.0,Privada - Programa de Apadrinhamento,Topázio,8.4690496032,10.0,7.833333333333333,9.682539682666667,7.5,6.26,7.96875,8.965,,1.0,,9.0,6.5,8.0,Colégio Arco Íris Evolução,Cursando
RA-196,ALUNO-196,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-196,ALUNO-196,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-196,Aluno-196,2022,3,B,12.0,Menino,2018.0,Rede Decisão,Topázio,8.124,10.0,5.1,9.1,9.2,7.5,,8.625,Sim,0.0,,4.0,6.0,5.3,,
RA-196,Aluno-196,2023,FASE 4,4A,13.0,Masculino,2018.0,Privada - Programa de Apadrinhamento,Ametista,7.560991667,10.0,6.2,9.0,7.9,2.52,8.28125,8.2125,,1.0,,7.0,6.0,5.7,,
RA-196,Aluno-196,2024,5C,5C,14.0,Masculino,2021.0,Privada - Programa de Apadrinhamento,Topázio,8.823550937933334,10.0,8.0,9.689754689666666,8.751,7.51,8.75,8.9225,,1.0,,8.0,7.0,9.0,Colégio Arco Íris Evolução,Cursando
RA-197,ALUNO-197,2021,3.0,G,,,,Rede Decisão,Ametista,7.751,10.0,6.0,7.2,8.3,7.5,8.1,8.6,Não,0.0,,,,,,
RA-197,Aluno-197,2022,3,B,13.0,Menina,2021.0,Rede Decisão,Topázio,8.218,10.0,7.3,9.7,8.8,4.4,,8.292,Não,0.0,,6.0,7.5,8.3,,
RA-197,Aluno-197,2023,FASE 4,4A,13.0,Feminino,2021.0,Privada - Programa de Apadrinhamento,Ametista,7.967608333,10.0,7.2,9.8,8.3,2.52,7.96875,8.46,,1.0,,7.0,7.3,7.2,,
RA-197,Aluno-197,2024,5C,5C,14.0,Feminino,2021.0,Privada - Programa de Apadrinhamento,Topázio,8.568238636333334,10.0,8.333333333333334,9.848484848333333,7.5,6.26,7.96875,8.795,,0.0,,7.0,8.0,10.0,Colégio Arco Íris Evolução,Cursando
RA-198,ALUNO-198,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-198,Aluno-198,2022,3,B,13.0,Menino,2017.0,Escola Pública,Quartzo,5.554,10.0,4.6,6.2,0.0,5.0,,5.958,Não,0.0,,5.2,5.8,2.8,,
RA-199,ALUNO-199,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-199,Aluno-199,2022,3,B,13.0,Menino,2022.0,Escola Pública,Ametista,7.564,10.0,7.5,7.1,8.3,7.5,,6.458,Não,0.0,,5.7,7.8,9.0,,
RA-199,Aluno-199,2023,FASE 3,3A,,Masculino,2022.0,Privada,Ametista,7.892341667,5.0,8.5,7.6,9.2,7.51,7.96875,8.505,,-1.0,,8.2,8.2,9.2,,
RA-199,Aluno-199,2024,4A,4A,15.0,Masculino,2022.0,Privada,Ametista,7.419398245666667,5.0,7.166666666666667,7.554824561666667,8.334,6.88,8.125,8.206,,-1.0,,5.0,9.0,7.5,Estuda em outra cidade,Cursando
RA-2,ALUNO-2,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-2,ALUNO-2,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-2,Aluno-2,2022,7,A,17.0,Menina,2017.0,Rede Decisão,Ametista,7.055,10.0,6.8,5.2,8.8,6.3,,6.778,Não,0.0,,6.3,4.5,9.7,,
RA-2,Aluno-2,2023,FASE 8,8E,18.0,Feminino,2017.0,Privada *Parcerias com Bolsa 100%,,,10.0,,,,,,,,0.0,,,,,,
RA-2,Aluno-2,2024,8E,8E,19.0,Feminino,2021.0,Privada *Parcerias com Bolsa 100%,,,10.0,,0.0,,,,,,0.0,,,,,Faculdade FIAP,Cursando
RA-20,ALUNO-20,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-20,ALUNO-20,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-20,Aluno-20,2022,7,D,19.0,Menina,2022.0,Escola Pública,Ametista,7.535,5.0,7.8,10.0,7.1,6.3,,7.167,Não,-1.0,,9.0,6.5,,,
RA-200,ALUNO-200,2021,4.0,F,,,,Escola Pública,Quartzo,4.788,10.0,3.3,1.7,7.5,6.9,6.7,3.5,Não,0.0,,,,,,
RA-200,Aluno-200,2022,3,B,15.0,Menino,2018.0,Escola JP II,Quartzo,5.705,5.0,5.5,5.6,7.9,4.4,,4.917,Não,-2.0,,4.7,5.0,6.8,,
RA-200,Aluno-200,2023,FASE 4,4B,16.0,Masculino,2018.0,Privada - Programa de Apadrinhamento,Quartzo,5.661166667,5.0,4.3,4.5,9.6,2.52,7.5,7.17,,-2.0,,4.3,4.2,4.5,,
RA-201,ALUNO-201,2021,4.0,L,,,,Escola Pública,Ágata,5.636,5.0,6.4,5.6,5.8,0.0,8.3,6.7,Não,-1.0,,,,,,
RA-201,Aluno-201,2022,3,B,15.0,Menina,2021.0,Escola Pública,Ametista,7.078,5.0,6.5,7.3,7.9,7.5,,7.542,Não,-2.0,,6.0,7.2,6.3,,
RA-202,ALUNO-202,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-202,Aluno-202,2022,3,B,14.0,Menina,2017.0,Escola Pública,Quartzo,5.201,5.0,5.4,5.2,0.0,4.4,,6.917,Não,-1.0,,6.3,5.8,4.2,,
RA-202,Aluno-202,2023,FASE 4,4C,,Feminino,2017.0,Pública,Agata,6.791641667,5.0,5.9,7.9,8.8,2.52,7.96875,8.005,,-1.0,,6.3,4.8,6.7,,
RA-202,Aluno-202,2024,5C,5C,16.0,Feminino,2021.0,Pública,Ametista,7.3512154762,5.0,7.5,7.880952381,8.334,6.26,7.65625,7.75,,-1.0,,8.5,6.0,8.0,EE Leonice de Aquino Oliveira,Cursando
RA-203,ALUNO-203,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-203,ALUNO-203,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-203,Aluno-203,2022,3,B,14.0,Menina,2021.0,Escola Pública,Quartzo,5.669,5.0,2.8,4.3,8.8,7.5,,6.875,Não,-1.0,,2.3,3.5,2.5,,
RA-204,ALUNO-204,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-204,ALUNO-204,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-204,Aluno-204,2022,3,B,13.0,Menina,2019.0,Escola Pública,Ágata,6.943,10.0,7.4,6.7,7.9,4.4,,5.708,Não,0.0,,5.3,8.5,8.5,,
RA-204,Aluno-204,2023,FASE 4,4B,,Feminino,2019.0,Pública,Ametista,7.557558333,10.0,7.1,7.9,8.8,2.52,8.28125,8.045,,0.0,,4.7,8.0,8.5,,
RA-204,Aluno-204,2024,4B,4B,15.0,Feminino,2021.0,Pública,Ametista,7.838218894866668,10.0,7.5,6.827094474333333,9.168,6.26,7.125,8.5875,,0.0,,5.0,7.5,10.0,EE Alexandre Rodrigues Nogueira,Cursando
RA-205,ALUNO-205,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-205,ALUNO-205,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-205,Aluno-205,2022,3,B,14.0,Menino,2020.0,Escola Pública,Quartzo,5.372,5.0,4.1,3.8,9.6,7.5,,4.833,Não,-1.0,,5.7,1.7,5.0,,
RA-205,Aluno-205,2023,FASE 4,4C,,Masculino,2020.0,Pública,Agata,6.857625,5.0,6.6,7.6,9.6,4.38,7.03125,7.09,,-1.0,,7.0,5.5,7.3,,
RA-206,ALUNO-206,2021,7.0,A,,,,Escola Pública,Quartzo,5.143,10.0,2.0,4.2,8.8,0.0,7.7,6.3,Não,0.0,,,,,,
RA-206,Aluno-206,2022,3,B,12.0,Menina,2022.0,Escola Pública,Ametista,7.101,10.0,5.0,8.8,8.3,7.5,,5.167,Não,0.0,,4.0,6.0,,,
RA-207,ALUNO-207,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-207,ALUNO-207,2021,3.0,H,,,,Escola Pública,Quartzo,5.504,5.0,5.3,3.9,8.3,6.9,7.5,4.4,Não,-1.0,,,,,,
RA-207,Aluno-207,2022,3,C,16.0,Menino,2021.0,Escola Pública,Quartzo,4.936,2.5,5.8,4.8,0.0,7.5,,5.708,Não,-3.0,,5.3,4.0,8.0,,
RA-208,ALUNO-208,2021,2.0,D,,,,Escola Pública,Ágata,6.45,5.0,4.5,6.3,7.0,7.5,7.5,8.0,Não,-1.0,,,,,,
RA-208,Aluno-208,2022,3,C,14.0,Menino,2018.0,Escola Pública,Ágata,6.667,5.0,6.1,7.1,7.5,7.5,,6.417,Não,-1.0,,5.0,7.5,5.8,,
RA-209,ALUNO-209,2021,1.0,N,,,,Escola Pública,Ametista,7.167,5.0,4.2,7.9,8.5,7.5,8.1,9.2,Sim,-1.0,,,,,,
RA-209,Aluno-209,2022,3,C,14.0,Menino,2019.0,Escola Pública,Quartzo,4.499,5.0,6.0,4.8,0.0,5.6,,3.75,Não,-1.0,,5.0,5.2,7.8,,
RA-21,ALUNO-21,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-21,ALUNO-21,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-21,Aluno-21,2022,7,D,18.0,Menino,2022.0,Escola Pública,Ágata,6.945,5.0,3.8,9.2,9.6,7.5,,7.25,Não,-1.0,,7.0,0.5,,,
RA-21,Aluno-21,2023,FASE 8,8E,19.0,Masculino,2022.0,Privada *Parcerias com Bolsa 100%,,,10.0,,,,,,,,0.0,,,,,,
RA-21,Aluno-21,2024,8E,8E,20.0,Masculino,2022.0,Privada - Pagamento por *Empresa Parceira,,,10.0,,0.0,,,,,,0.0,,,,,Faculdade FIAP,Cursando
RA-210,ALUNO-210,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-210,Aluno-210,2022,3,C,14.0,Menino,2022.0,Escola Pública,Quartzo,4.44,5.0,3.4,5.1,0.0,7.5,,4.417,Não,-1.0,,2.7,5.3,2.3,,
RA-211,ALUNO-211,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-211,ALUNO-211,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-211,Aluno-211,2022,3,C,13.0,Menino,2021.0,Escola Pública,Topázio,8.465,10.0,7.6,8.8,9.2,7.5,,8.458,Sim,0.0,,6.7,7.5,8.5,,
RA-211,Aluno-211,2023,FASE 4,4A,14.0,Masculino,2021.0,Privada - Programa de Apadrinhamento,Topázio,8.024791667,10.0,7.1,9.4,9.6,2.52,7.65625,8.71,,0.0,,7.7,8.0,5.7,,
RA-211,Aluno-211,2024,5A,5A,15.0,Masculino,2021.0,Privada - Programa de Apadrinhamento,Topázio,8.283601875933334,10.0,7.0,9.379509379666667,9.585,7.51,7.25,7.866,,0.0,,5.5,6.5,9.0,Colégio Arco Íris Evolução,Cursando
RA-212,ALUNO-212,2021,0.0,M,,,,Escola Pública,Ágata,5.663,5.0,4.3,8.3,9.5,5.0,2.5,4.7,Não,-1.0,,,,,,
RA-212,Aluno-212,2022,3,C,14.0,Menino,2022.0,Escola Pública,Ametista,7.268,5.0,6.2,8.4,9.6,7.5,,6.958,Não,-1.0,,4.8,5.8,7.8,,
RA-213,ALUNO-213,2021,3.0,C,,,,Escola Pública,Topázio,8.761,10.0,7.5,9.4,9.6,7.5,8.8,8.9,Não,0.0,,,,,,
RA-213,Aluno-213,2022,3,C,13.0,Menino,2022.0,Escola Pública,Ametista,7.209,10.0,3.5,8.7,9.6,7.5,,6.833,Não,0.0,,5.0,2.0,,,
RA-214,ALUNO-214,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-214,ALUNO-214,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-214,Aluno-214,2022,3,C,15.0,Menino,2022.0,Escola Pública,Quartzo,4.87,5.0,4.3,6.1,0.0,7.5,,5.125,Não,-2.0,,5.0,3.5,,,
RA-215,ALUNO-215,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-215,Aluno-215,2022,3,D,13.0,Menina,2021.0,Escola Pública,Ametista,7.172,10.0,7.8,5.8,6.7,7.5,,6.542,Não,0.0,,5.7,7.7,10.0,,
RA-215,Aluno-215,2023,FASE 4,4C,14.0,Feminino,2021.0,Pública,Ametista,7.166475,10.0,6.9,6.6,8.8,2.52,7.96875,7.7125,,0.0,,5.7,6.7,8.3,,
RA-215,Aluno-215,2024,5B,5B,15.0,Feminino,2021.0,Pública,Ametista,7.045258874400002,10.0,5.666666666666667,6.455627705333334,7.084,6.26,8.0,7.432,,0.0,,5.0,2.0,10.0,EE Paschoal Carlos Magno,Cursando
RA-216,ALUNO-216,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-216,Aluno-216,2022,3,D,13.0,Menina,2018.0,Escola Pública,Ametista,7.502,10.0,7.0,8.5,7.9,7.5,,5.583,Não,0.0,,5.3,6.5,9.2,,
RA-217,ALUNO-217,2021,1.0,G,,,,Escola Pública,Ametista,7.765,5.0,7.1,8.8,8.5,7.5,8.1,8.4,Não,-1.0,,,,,,
RA-217,Aluno-217,2022,3,D,15.0,Menina,2021.0,Escola Pública,Ametista,7.397,5.0,7.1,8.5,7.9,7.5,,7.292,Não,-2.0,,6.3,7.2,7.7,,
RA-217,Aluno-217,2023,FASE 4,4B,,Feminino,2021.0,Pública,Agata,6.96965,5.0,5.6,8.6,8.3,2.52,8.4375,8.5025,,-1.0,,6.7,5.3,4.8,,
RA-217,Aluno-217,2024,5A,5A,17.0,Feminino,2021.0,Privada - Programa de Apadrinhamento,Ametista,7.4209164502,5.0,7.833333333333333,8.917748917666666,8.334,6.26,7.125,6.994,,-1.0,,9.0,7.0,7.5,Colégio Arco Íris Evolução,Cursando
RA-218,ALUNO-218,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-218,ALUNO-218,2021,0.0,T,,,,Escola Pública,Topázio,8.821,10.0,6.9,10.0,9.5,7.5,8.1,9.7,Sim,0.0,,,,,,
RA-218,Aluno-218,2022,3,D,14.0,Menina,2022.0,Escola Pública,Ágata,6.1,5.0,4.0,7.3,6.3,7.5,,6.125,Não,-1.0,,5.0,7.0,0.0,,
RA-218,Aluno-218,2023,FASE 4,4C,15.0,Feminino,2022.0,Pública,Quartzo,5.811541667,5.0,6.7,6.7,0.0,2.52,7.96875,7.88,,-1.0,,5.7,7.0,7.5,,
RA-219,ALUNO-219,2021,2.0,K,,,,Escola Pública,Quartzo,4.176,5.0,1.9,4.2,0.0,6.9,8.1,4.8,Não,-1.0,,,,,,
RA-219,Aluno-219,2022,3,D,16.0,Menino,2019.0,Escola Pública,Quartzo,5.942,2.5,3.5,6.9,8.8,7.5,,6.375,Não,-3.0,,4.0,4.8,1.7,,
RA-22,ALUNO-22,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-22,ALUNO-22,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-22,Aluno-22,2022,6,A,17.0,Menina,2019.0,Rede Decisão,Ametista,7.474,5.0,6.7,7.4,8.3,8.1,,8.833,Sim,-1.0,,9.0,3.1,7.8,,
RA-220,ALUNO-220,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-220,ALUNO-220,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-220,Aluno-220,2022,3,D,13.0,Menina,2022.0,Escola Pública,Ágata,7.028,10.0,6.5,8.1,0.0,7.5,,7.833,Não,0.0,,6.8,6.8,5.8,,
RA-220,Aluno-220,2023,FASE 4,4C,14.0,Feminino,2022.0,Pública,Ametista,7.102016667,10.0,6.1,7.6,8.8,2.52,7.1875,7.5475,,0.0,,6.3,5.8,6.3,,
RA-220,Aluno-220,2024,5B,5B,15.0,Feminino,2022.0,Pública,Ametista,7.6987770562666675,10.0,6.833333333333333,8.198051948,8.751,6.26,7.25,7.332,,0.0,,8.0,3.5,9.0,EE Joaquim Mendes Feliz,Cursando
RA-221,ALUNO-221,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-221,ALUNO-221,2021,3.0,A,,,,Escola Pública,Quartzo,4.442,5.0,1.8,2.8,9.2,7.5,5.8,3.9,Não,-1.0,,,,,,
RA-221,Aluno-221,2022,3,D,14.0,Menino,2022.0,Escola Pública,Ágata,6.892,5.0,5.2,8.5,9.6,7.5,,6.0,Não,-1.0,,7.0,3.5,5.0,,
RA-221,Aluno-221,2023,FASE 3,3C,15.0,Masculino,2022.0,Pública,Agata,6.959916667,5.0,5.0,9.0,9.6,5.0,7.1875,7.38,,-2.0,,5.5,4.8,4.8,,
RA-222,ALUNO-222,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-222,Aluno-222,2022,3,D,15.0,Menina,2019.0,Escola Pública,Quartzo,5.604,5.0,6.2,4.6,7.1,7.5,,4.917,Não,-2.0,,5.0,7.5,6.0,,
RA-223,ALUNO-223,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-223,Aluno-223,2022,3,E,13.0,Menina,2022.0,Escola Pública,Quartzo,4.966,10.0,3.1,4.6,0.0,7.5,,5.583,Não,0.0,,4.3,4.7,0.2,,
RA-223,Aluno-223,2023,FASE 3,3G,14.0,Feminino,2022.0,Pública,Quartzo,5.089833333,5.0,3.8,4.5,0.0,7.52,7.5,7.1725,,-1.0,,5.5,4.0,1.8,,
RA-224,ALUNO-224,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-224,ALUNO-224,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-224,Aluno-224,2022,3,E,13.0,Menino,2021.0,Escola Pública,Quartzo,5.671,10.0,2.6,4.3,9.6,7.5,,4.875,Não,0.0,,5.0,2.7,0.0,,
RA-225,ALUNO-225,2021,5.0,B,,,,Rede Decisão,Ametista,7.138,10.0,6.0,6.7,8.3,6.9,7.5,6.7,Não,0.0,,,,,,
RA-225,Aluno-225,2022,3,E,14.0,Menino,2022.0,Escola Pública,Quartzo,5.918,5.0,5.0,5.3,8.3,7.5,,5.708,Não,-1.0,,3.0,7.0,,,
RA-226,ALUNO-226,2021,2.0,G,,,,Rede Decisão,Quartzo,4.617,5.0,4.3,4.2,0.0,5.6,7.1,5.8,Não,-1.0,,,,,,
RA-226,Aluno-226,2022,3,E,14.0,Menina,2022.0,Escola Pública,Ágata,6.549,5.0,6.8,6.1,7.5,7.5,,6.208,Não,-1.0,,7.0,6.5,,,
RA-227,ALUNO-227,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-227,Aluno-227,2022,3,E,12.0,Menino,2022.0,Escola Pública,Ágata,6.471,10.0,3.3,6.4,9.2,7.5,,5.833,Não,0.0,,4.7,4.3,1.0,,
RA-227,Aluno-227,2023,FASE 3,3B,,Masculino,2022.0,Pública,Ametista,7.722125,10.0,6.9,7.5,9.6,5.63,8.28125,7.4625,,0.0,,7.2,6.5,7.0,,
RA-227,Aluno-227,2024,3A,3A,13.0,Masculino,2022.0,Pública,Topázio,8.074015455333335,10.0,6.5,8.097577276666668,9.585,9.38,7.5,7.54,,0.0,,4.0,6.0,9.5,Colégio Nogueira e Sonho de Criança,Cursando
RA-228,ALUNO-228,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-228,ALUNO-228,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-228,Aluno-228,2022,3,E,15.0,Menina,2017.0,Escola Pública,Ágata,6.196,5.0,4.8,6.7,7.5,7.5,,6.417,Não,-2.0,,3.0,6.0,5.3,,
RA-229,ALUNO-229,2021,0.0,Q,,,,Escola Pública,Quartzo,5.054,5.0,4.0,0.0,8.5,7.5,6.9,7.3,Não,-2.0,,,,,,
RA-229,Aluno-229,2022,3,E,12.0,Menino,2022.0,Escola Pública,Topázio,8.62,10.0,6.9,9.4,10.0,7.5,,8.5,Sim,0.0,,7.0,6.7,7.2,,
RA-229,Aluno-229,2023,FASE 4,4A,,Masculino,2022.0,Privada - Programa de Apadrinhamento,Topázio,8.207591667,10.0,7.8,9.8,9.2,2.52,8.28125,8.42,,1.0,,8.0,8.2,7.3,,
RA-229,Aluno-229,2024,5C,5C,14.0,Masculino,2022.0,Privada - Programa de Apadrinhamento,Topázio,8.852545634933334,10.0,8.833333333333334,9.841269841333334,9.585,5.635,8.28125,8.8375,,1.0,,9.5,7.0,10.0,Colégio Arco Íris Evolução,Cursando
RA-23,ALUNO-23,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-23,ALUNO-23,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-23,Aluno-23,2022,6,A,17.0,Menino,2021.0,Escola Pública,Ametista,7.677,5.0,6.7,8.2,8.3,8.1,,8.556,Sim,-1.0,,7.2,4.7,8.2,,
RA-23,Aluno-23,2023,FASE 8,8E,,Masculino,2021.0,Privada *Parcerias com Bolsa 100%,,,10.0,,,,,,,,1.0,,,,,,
RA-23,Aluno-23,2024,8E,8E,19.0,Masculino,2021.0,Privada *Parcerias com Bolsa 100%,,,10.0,,0.0,,,,,,0.0,,,,,Universidade Santo Amaro (UNISA),Cursando
RA-230,ALUNO-230,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-230,Aluno-230,2022,3,E,14.0,Menino,2022.0,Escola Pública,Ágata,6.328,5.0,5.7,5.1,7.9,7.5,,6.75,Não,-1.0,,3.7,4.3,9.0,,
RA-231,ALUNO-231,2021,7.0,A,,,,Escola Pública,Ametista,7.698,10.0,5.4,8.6,9.2,6.9,8.0,7.5,Não,0.0,,,,,,
RA-231,Aluno-231,2022,3,E,14.0,Menino,2022.0,Escola Pública,Ágata,6.116,5.0,3.8,7.4,8.8,7.5,,5.333,Não,-1.0,,3.0,4.5,,,
RA-232,ALUNO-232,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-232,ALUNO-232,2021,5.0,B,,,,Escola Pública,Ametista,7.331,5.0,6.7,7.2,8.3,7.5,8.3,8.2,Não,-1.0,,,,,,
RA-232,Aluno-232,2022,3,E,12.0,Menino,2022.0,Escola Pública,Quartzo,4.245,10.0,0.0,4.9,0.0,7.5,,4.542,Não,0.0,,0.0,0.0,,,
RA-233,ALUNO-233,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-233,ALUNO-233,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-233,Aluno-233,2022,3,E,14.0,Menino,2022.0,Escola Pública,Ágata,6.051,5.0,3.8,7.4,7.9,7.5,,5.5,Não,-1.0,,3.0,4.5,,,
RA-234,ALUNO-234,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-234,ALUNO-234,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-234,Aluno-234,2022,3,E,13.0,Menino,2022.0,Escola Pública,Ágata,6.719,10.0,4.3,7.6,10.0,5.6,,5.583,Não,0.0,,3.7,6.3,2.8,,
RA-234,Aluno-234,2023,FASE 3,3D,13.0,Masculino,2022.0,Pública,Agata,6.248741667,10.0,5.6,8.0,6.7,2.52,4.84375,5.595,,0.0,,6.3,5.3,5.3,,
RA-235,ALUNO-235,2021,3.0,B,,,,Rede Decisão,Ametista,7.544,10.0,6.6,6.9,9.2,5.6,7.3,8.1,Não,0.0,,,,,,
RA-235,Aluno-235,2022,3,E,14.0,Menina,2022.0,Escola Pública,Ágata,6.79,5.0,6.3,7.3,8.3,7.5,,6.417,Não,-1.0,,7.0,5.5,,,
RA-236,ALUNO-236,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-236,ALUNO-236,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-236,Aluno-236,2022,3,F,12.0,Menina,2022.0,Escola Pública,Ametista,7.11,10.0,3.7,7.5,9.6,7.5,,7.208,Não,0.0,,4.0,4.0,3.0,,
RA-236,Aluno-236,2023,FASE 3,3G,13.0,Feminino,2022.0,Pública,Ametista,7.337116667,10.0,4.5,7.5,10.0,7.52,7.1875,7.2975,,0.0,,6.3,4.0,3.3,,
RA-236,Aluno-236,2024,4F,4F,14.0,Feminino,2022.0,Pública,Agata,6.980833740133334,10.0,4.5,7.890668700666666,9.168,6.26,6.875,6.362,,0.0,,1.5,4.0,8.0,EE Loris Nassif Mattar Profa,Cursando
RA-237,ALUNO-237,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-237,ALUNO-237,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-237,Aluno-237,2022,3,F,14.0,Menina,2022.0,Escola Pública,Topázio,8.084,5.0,7.8,9.0,10.0,7.5,,8.417,Sim,-1.0,,6.8,7.7,8.8,,
RA-237,Aluno-237,2023,FASE 4,4F,15.0,Feminino,2022.0,Privada - Programa de Apadrinhamento,Ametista,7.436566667,5.0,6.7,9.5,8.3,2.52,8.125,8.96,,-1.0,,7.7,7.0,5.5,,
RA-237,Aluno-237,2024,5F,5F,16.0,Feminino,2022.0,Privada - Programa de Apadrinhamento,Ametista,7.931384271366667,5.0,7.666666666666667,9.689754689666666,8.751,6.26,7.916666667,8.336666667,,-1.0,,6.0,7.0,10.0,Colégio Arco Íris Evolução,Cursando
RA-238,ALUNO-238,2021,2.0,H,,,,Escola Pública,Quartzo,3.663,5.0,2.1,1.3,8.5,4.4,5.0,3.5,Não,-2.0,,,,,,
RA-238,Aluno-238,2022,3,F,14.0,Menina,2021.0,Escola Pública,Ágata,6.331,5.0,5.1,6.4,8.8,5.0,,7.208,Não,-1.0,,4.3,6.5,4.5,,
RA-239,ALUNO-239,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-239,ALUNO-239,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-239,Aluno-239,2022,3,F,15.0,Menina,2021.0,Escola Pública,Quartzo,4.572,5.0,3.7,3.7,0.0,7.5,,5.958,Não,-2.0,,2.0,4.7,4.5,,
RA-239,Aluno-239,2023,FASE 4,4G,16.0,Feminino,2021.0,Pública,Agata,6.411333333,5.0,7.0,8.4,0.0,5.0,8.125,7.6275,,-2.0,,6.0,7.2,7.7,,
RA-239,Aluno-239,2024,4F,4F,17.0,Feminino,2021.0,Pública,Agata,6.782180868800001,2.5,6.666666666666667,6.361737677333333,8.751,5.635,7.875,8.502,,-3.0,,4.0,10.0,6.0,EE Paschoal Carlos Magno,Cursando
RA-24,ALUNO-24,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-24,ALUNO-24,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-24,Aluno-24,2022,6,A,17.0,Menina,2021.0,Rede Decisão,Topázio,8.087,5.0,8.6,7.9,9.2,6.9,,9.111,Sim,-1.0,,10.0,6.3,9.7,,
RA-240,ALUNO-240,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-240,ALUNO-240,2021,3.0,D,,,,Escola Pública,Ametista,7.629,10.0,6.9,6.1,8.8,7.5,7.3,8.4,Não,0.0,,,,,,
RA-240,Aluno-240,2022,3,F,13.0,Menina,2017.0,Rede Decisão,Ágata,6.943,10.0,4.7,8.1,7.1,5.0,,7.042,Não,0.0,,6.3,5.0,2.8,,
RA-240,Aluno-240,2023,FASE 4,4F,,Feminino,2017.0,Privada - Programa de Apadrinhamento,Agata,6.337966667,10.0,4.8,6.7,7.1,2.52,6.875,6.9175,,0.0,,7.0,3.3,4.2,,
RA-241,ALUNO-241,2021,2.0,I,,,,Escola Pública,Quartzo,2.86,5.0,0.0,0.4,7.9,5.6,4.1,2.6,Não,-1.0,,,,,,
RA-241,Aluno-241,2022,3,F,14.0,Menino,2016.0,Rede Decisão,Topázio,8.468,5.0,7.7,10.0,10.0,7.5,,9.125,Sim,-1.0,,8.2,7.5,7.3,,
RA-241,Aluno-241,2023,FASE 4,4F,,Masculino,2016.0,Privada - Programa de Apadrinhamento,Ametista,7.016,5.0,7.5,9.9,0.0,2.52,8.75,9.545,,-1.0,,9.3,7.0,6.2,,
